codigo,descricao,tamanho,valor,valor_promocao,quantidade
631068,CAMISETA NINE DRY 11720029 PMGG ML,,49.99,,1
631075,CAMISETA NINE DRY 51210001 G1G3 ML,,79.99,,1
631082,JAQUETA NINE HEL 16410006 PMGG CAPU,,79.99,,1
631099,JAQUETA NINE HEL 16040643 PMGG CARE,,129.99,,1
631105,JAQUETA NINE HEL 54240041 G1G3 CAPU,,119.99,,1
631112,BLUSAO NINE HEL 14110321 PMGG CAPUZ,,89.99,,1
631129,CALCA SOCIAL RADICAL DIV PMGG LD,,7.99,,1
631136,BLUSAO OVERCORE CARN 14110284 AD CP,,109.99,,1
631143,BLUSAO OVERCORE CARN 14110285 AD CP,,149.99,,1
631150,CALCA OVERCORE SARJA 19960142 AD JO,,139.99,,1
631167,CALCA GOOD BLESS POLY 515 PMGG MASC,,39.99,,1
631174,CALCA GOOD BLESS POLY 511 PMGG MASC,,49.99,,1
631181,CALCA GOOD BLESS POLY 516 G1G3 MASC,,49.99,,1
631198,CALCA GOOD BLESS POLY 512 G1G3 MASC,,49.99,,1
631204,CALCA GOOD BLESS POLY 514 JUV MASC,,29.99,,1
631211,JAQUETA TIC TAC MOL 1658 PMGG CAPUZ,,39.99,,1
631228,JAQUETA TIC TAC MOL 1663 G1G3 CAREC,,39.99,,1
631235,BERMUDA BEMAX JEANS JUV MASC DESTRO,,59.99,,1
631242,BERMUDA BEMAX LYCRA 10A16 MASC,,29.99,,1
631259,BERMUDA BEMAX LYCRA 1A3 MASC,,24.99,,1
631266,BERMUDA BEMAX LYCRA 4A8 MASC,,24.99,,1
631303,VESTIDO KELY KETY MM 50058 1A3,,12.99,,1
631310,VESTIDO KELY KETY MM 50061 1A3,,12.99,,1
631327,VESTIDO KELY KETY MM 50672 4A10,,14.99,,1
631334,VESTIDO KELY KETY MM 50673 10A14,,24.99,,1
631341,VESTIDO KELY KETY MM 50670 4A10,,12.99,,1
631358,CONJUNTO KELY KETY MM 50341 1A3 FEM,,14.99,,1
631365,CONJUNTO KELY KETY MM 50344 1A3 FEM,,24.99,,1
631372,CONJUNTO KELY KETY MM 50690 12A14 F,,24.99,,1
631389,CAMISETA KELY KETY MM 51064 1A3 MAS,,14.99,,1
631396,CAMISETA KELY KETY MM 51297 1A3 MAS,,19.99,,1
631402,CAMISETA KELY KETY MM 51644 4A10,,24.99,,1
631419,CAMISETA KELY KETY MM 51649 4A10,,29.99,,1
631426,REGATA KELY KETY MM 51061 1A3 MASC,,14.99,,1
631433,REGATA KELY KETY MM 51290 1A3 MASC,,14.99,,1
631440,REGATA KELY KETY MM 51291 1A3 MASC,,9.99,,1
631457,REGATA KELY KETY MM 51641 4A8 MASC,,9.99,,1
631464,REGATA KELY KETY MM 51640 4A8 MASC,,9.99,,1
631471,REGATA KELY KETY MM 51642 4A10 MASC,,12.99,,1
631488,CAMISETA KELY KETY MM 51648 4A10,,24.99,,1
631495,BLUSA KELY KETY MM 50325 1A3 FEM,,9.99,,1
631501,BLUSA KELY KETY MM 50324 1A3 FEM,,9.99,,1
631518,BLUSA KELY KETY MM 50326 1A3 FEM,,9.99,,1
631525,BLUSA KELY KETY MM 50323 1A3 FEM,,9.99,,1
631532,BLUSA KELY KETY MM 50659 10A14 FEM,,12.99,,1
631549,BLUSA KELY KETY MM 50710 12A18 FEM,,12.99,,1
631556,BLUSA KELY KETY MM 50715 12A18 FEM,,12.99,,1
631563,BLUSA KELY KETY MM 50716 12A18 FEM,,29.99,,1
631570,BLUSA KELY KETY MM 50718 12A18 FEM,,14.99,,1
631587,BLUSA KELY KETY MM 50722 12A18 FEM,,29.99,,1
631594,BLUSA KELY KETY MM 50723 12A18 FEM,,19.99,,1
631600,BLUSA KELY KETY MM 50724 12A18 FEM,,14.99,,1
631617,MACAQUINHO KELY KETY MM 50734 12A18,,24.99,,1
631624,MACAQUINHO KELY KETY MM 50681 4A10,,34.99,,1
631631,SHORT KELY KETY MM 50726 12A18 FEM,,12.99,,1
631648,CALCA EAGLE MOL 4676S PMGG MASC,,39.99,,1
631655,CALCA EAGLE MOL 32298 G1G3 MASC,,49.99,,1
631662,BLUSAO EAGLE MOL 32305 32437 CPZ M,,49.99,,1
631679,BLUSAO EAGLE MOL 32306 35901 G1G3 C,,49.99,,1
631686,BLUSAO EAGLE MOL 4674S PMGG CARECA,,39.99,,1
631693,BLUSAO EAGLE MOL 32300 G1G3 CARECA,,49.99,,1
631709,CONJUNTO KELY KETY MM 50695 4A10 FE,,19.99,,1
631716,JAQUETA DEZALI MOL 176034 PLUS CAPU,,49.99,,1
631723,BLUSA MC JU RIBANA 2090 PMGG ML,,29.99,,1
631730,BLUSA MC JU RIB 2790 PMGG ML BUFANT,,29.99,,1
631747,BLUSA MC JU RIB 1890 PMGG ML CROPPE,,24.99,,1
631754,BLUSA MC JU RIB 2390 PMGG ML GOLA A,,29.99,,1
631761,BLUSA MC JU RIB 2490 PMGG ML DEC QU,,19.99,,1
631778,BLUSA MC JU VISCOL 5990 G1G3 ML,,24.99,,1
631785,BLUSA MC JU VISCOL 6090 G1G3 ARGOLA,,29.99,,1
631792,BLUSA MC JU RIB 6990 G1G3 ML DET DE,,24.99,,1
631808,BLUSA MC JU VISCOSE 5790 G1G3 SUBLI,,39.99,,1
631815,T-SHIRT MC JU RIBANA 6490 G1G3 BORD,,39.99,,1
631822,TOP MC JU RIBANA 1990 PMGG ML COLIS,,39.99,,1
631839,CARDIGAN MC JU RIBANA 2990 PMGG,,39.99,,1
631846,CASACO MC JU MOLECOTON 7990 G1G3,,49.99,,1
631853,BLUSAO MC JU MOLECOTON 3690 PMGG ZI,,39.99,,1
631860,BLUSAO MC JU MOL 4790 PMGG BARRA LA,,39.99,,1
631877,BLUSAO MC JU MOLECOTON 3590 PMGG BO,,39.99,,1
631884,BLUSAO MC JU MOL 8490 G1G3 BARRA LA,,49.99,,1
631891,CALCA MC JU RIB 3090 PMGG RETA,,24.99,,1
631907,CALCA MC JU MOLECOT 4190 PMGG RECOR,,29.99,,1
631914,CALCA MC JU MOLETOM 5390 PMGG FEM,,49.99,,1
631921,CALCA MC JU MOL 8690 G1G3 FEM PUNHO,,49.99,,1
631938,CALCA MC JU MOLECOTON 8190 G1G3 BOL,,49.99,,1
631945,CALCA DISFRUTI SUEDE 7116PL G1G3,,29.99,,1
631952,MACAQUINHO DISFRUTI VISC 8415RL PMG,,24.99,,1
631969,BLUSA DISFRUTI RIBANA 8382PL G1G3,,14.99,,1
631976,BLUSA DISFRUTI SUEDE 7108PL G1G3,,39.99,,1
631983,BLUSA DISFRUTI VISC 8354PL G1G3,,19.99,,1
631990,BLUSA DISFRUTI VISC 8348PL G1G3 CIG,,24.99,,1
632003,BLUSA DISFRUTI VISCOSE 8389PE G1G3,,19.99,,1
632010,VESTIDO DISFRUTI RIBANA 8384PL G1G3,,34.99,,1
632027,VESTIDO DISFRUTI VISCOSE 8301RL PMG,,24.99,,1
632034,VESTIDO DISFRUTI VISC 8407RL PMG LO,,39.99,,1
632041,LEGGING PITISKA COTT 2602 4A8 BRILH,,9.99,,1
632096,BLUSA VILA FLOR VISC VM509 PLUS ML,,24.99,,1
632102,BLUSA VILA FLOR VISC V446T PMGG ML,,24.99,,1
632126,BLUSA VILA FLOR RIB V527M PMGG ML,,29.99,,1
632195,CALCINHA LEYCE MICRO RENDA 2005 PMG,,19.99,,1
632201,CALCINHA LEYCE MICRO 2002 PMGG,,19.99,,1
632218,CALCINHA LEYCE MICRO 2009 PMGG,,19.99,,1
632225,SOUTIEN LEYCE RENDA 1276 PMGG,,49.99,,1
632232,SOUTIEN LEYCE RENDA 116 PMGG,,49.99,,1
632249,SOUTIEN LEYCE RENDA 1036 PMGG,,36.99,,1
632256,SOUTIEN LEYCE MICRO 1850 PMGG,,39.99,,1
632263,MACAQUINHO LEYCE CANELADO 4005 PMGG,,69.99,,1
632270,BLUSA JOINHA LINHA 622409 M DEC V T,,29.99,,1
632287,BLUSA JOINHA LINHA 622408 M GOLA AL,,29.99,,1
632294,BLUSA JOINHA LINHA 620168 M GOLA RO,,39.99,,1
632300,BLUSA JOINHA LINHA 620198 M GOLA BO,,59.99,,1
632317,BLUSA JOINHA LINHA 620149 M PIPOCA,,39.99,,1
632324,BLUSA JOINHA LINHA 801006 M 6 CORES,,39.99,,1
632348,BLUSA JOINHA LINHA 210649 M LISTRA,,24.99,,1
632362,BLUSA JOINHA LINHA 210700 M GOLA AL,,19.99,,1
632386,CACHARREL JOINHA LINHA 5551040 M,,19.99,,1
632393,BLUSA JOINHA LINHA 620154 M PIPOCA,,59.99,,1
632409,CARDIGAN JOINHA LINHA 800101 PLUS,,29.99,,1
632416,CARDIGAN JOINHA LINHA 210708 G2 LIS,,69.99,,1
632423,CASACO JOINHA LINHA 810009 M LISO,,39.99,,1
632430,CASACO JOINHA LINHA 810029 M 3 CORE,,39.99,,1
632447,CASAQUINHO JOINHA LINHA 812906 M CR,,39.99,,1
632478,BLUSA JOINHA LINHA 940001 M MASC,,59.99,,1
632485,CROPPED P.L.A. RIBANA 01 M,,19.99,,1
632492,CROPPED P.L.A. RIBANA 02 M,,39.99,,1
632508,CROPPED P.L.A. RIBANA 03 M,,19.99,,1
632515,CROPPED P.L.A. RIBANA 04 M,,29.99,,1
632522,CROPPED P.L.A. SUPLEX 05 M,,19.99,,1
632539,CROPPED P.L.A. SUPLEX 06 M,,19.99,,1
632546,CROPPED P.L.A. SUPLEX 07 M,,24.99,,1
632553,CANGA P.L.A. RENDA M,,29.99,,1
632560,BIQUINI P.L.A. LYCRA PMG LEVANTA BU,,39.99,,1
632591,CONJUNTO OLLELE MOL 1457 PMG FEM,,29.99,,1
632607,CONJUNTO OLLELE MOL 1458 PMG FEM,,29.99,,1
632614,CONJUNTO OLLELE MOL 1468 1A3 FEM,,39.99,,1
632621,CONJUNTO OLLELE MOL 1473 1A3 FEM,,39.99,,1
632638,CONJUNTO OLLELE MOL 1486 4A8 FEM,,39.99,,1
632645,BLUSAO OLLELE MOL 1500 10A14 FEM CP,,34.99,,1
632652,CONJUNTO OLLELE MOL 1507 PMG MASC,,29.99,,1
632669,CONJUNTO OLLELE MOL 1506 PMG MASC,,29.99,,1
632676,CONJUNTO OLLELE MOL 1517 1A3 MASC,,29.99,,1
632683,CONJUNTO OLLELE MOL 1524 1A3 MASC,,29.99,,1
632690,BLUSAO OLLELE MOL 1462 PMG FEM,,19.99,,1
632706,BLUSAO OLLELE MOL 1476 1A3 FEM,,19.99,,1
632713,BLUSAO OLLELE MOL 1490 4A8 FEM,,29.99,,1
632720,CALCA OLLELE MOL 1499 10A14 FEM,,39.99,,1
632737,VESTIDO OLLELE MOL 1488 4A8 ML,,24.99,,1
632911,BLUSA MC JU 6290 MANGA LONGA,,7.99,,1
633352,BLUSA VITORIA RIB 8804 PMGG ML BOTA,,29.99,,1
633369,VESTIDO VITORIA RIBANA 8802 PMGG ML,,39.99,,1
633383,CONJUNTO KELY KETY MOL 62112 1A3 M,,39.99,,1
633390,CONJUNTO KELY KETY MOL 62405 1A3 MA,,59.99,,1
633406,CONJUNTO KELY KETY MOL 62689 4A10 M,,69.99,,1
633413,CONJUNTO KELY KETY MOL 60117 1A3 F,,29.99,,1
633420,CONJUNTO KELY KETY MOL 60423 1A3 F,,49.99,,1
633437,CONJUNTO KELY KETY MOL 60868 4A10 F,,59.99,,1
633444,CAMISETA KELY KETY MM 62388 1A3 ML,,14.99,,1
633451,CAMISETA KELY KETY MM 62386 1A3 ML,,14.99,,1
633468,CAMISETA KELY KETY MM 62389 1A3 ML,,19.99,,1
633475,CAMISETA KELY KETY MM 62668 4A8 ML,,24.99,,1
633482,BLUSA KELY KETY MM 60405 1A3 ML,,14.99,,1
633499,BLUSA KELY KETY MM 60403 1A3 ML,,14.99,,1
633505,BLUSA KELY KETY MM 66290 12A18 ML,,24.99,,1
633512,BLUSA KELY KETY MM 66291 12A18 ML,,24.99,,1
633529,BLUSA KELY KETY MM 66324 12A18 ML,,29.99,,1
633536,JAQUETA KELY KETY MOL 11102 4A8 MAS,,29.99,,1
633543,JAQUETA KELY KETY MOL 60848 4A10 FE,,39.99,,1
633550,BLUSAO KELY KETY MOL 60840 4A10 FE,,29.99,,1
633628,CAMISOLA PARADELLAS PV 212 AD AMAME,,39.99,,1
633673,CONJUNTO P.L.A.SAIACRO 80 NEON SUPL,,39.99,,1
633680,CONJUNTO P.L.A.SAIACRO 82 NEON SUPL,,49.99,,1
633697,CROPPED P.L.A. SUPLEX 83 LISTRA M,,29.99,,1
633703,CROPPED P.L.A. SUPLEX 84 NEON M,,29.99,,1
633710,CROPPED P.L.A. SUPLEX 85 NEON M,,19.99,,1
633727,BODY P.L.A. SUPLEX 86 NEON M,,34.99,,1
633734,BODY P.L.A. SUPLEX 87 NEON M,,34.99,,1
633758,BLUSA MISS FASHION VISCOL DIVERSAS,,39.99,,1
633765,CAMISETA COCOFREE MM DIV PMGG LISA,,19.99,,1
633772,CALCA KADORY LYCRA DIV 36A48 FEM,,59.99,,1
633789,KIT MEIA COMFORT POLY 21628 MASC BR,,11.99,,1
633796,KIT MEIA COMFORT POLY 21629 MASC PR,,11.99,,1
633802,KIT MEIA COMFORT POLY 21637 FEM BRA,,11.99,,1
633819,KIT MEIA COMFORT POLY 21639 FEM EST,,11.99,,1
633826,KIT MEIA COMFORT POLY 21640 FEM CUR,,11.99,,1
633833,KIT MEIA COMFORT POLY 21632 MASC CU,,11.99,,1
633840,KIT ALTOMAX POLY 21622 AD MASC LONG,,27.99,,1
633857,KIT RP POLY 21369 23A27 INF MASC,,12.99,,1
633864,KIT RP POLY 21371 28A33 INF MASC,,12.99,,1
633871,KIT RP POLY 21372 28A33 INF FEM,,12.99,,1
633888,KIT RP POLY 21370 23A27 INF FEM,,12.99,,1
633895,KIT ALTOMAX POLY 18080 SOCIAL,,14.99,,1
633901,CUECA POLO WEAR POLY 22124 PMG AD,,12.99,,1
633918,CALCA MAX DEN. SARJ 11185 AD MAS MA,,49.99,,1
633925,CALCA MAX DEN. SARJ 11187 AD MAS AZ,,49.99,,1
633949,CALCA MAX DEN. SARJ 11255 AD MAS PR,,49.99,,1
633956,CALCA MAX DEN. LYCR DIV AD MASC TRA,,49.99,,1
633963,CALCA MAX DENIM JEANS 5188 AD FEM,,39.99,,1
633970,CALCA MAX DENIM SARJA 5692 AD FEM,,49.99,,1
633987,CALCA AQUARELA MOL 1030 1A3 FEM,,24.99,,1
634007,MEIA PUMA 4535 CANO LONGO ESPORTIVA,,24.99,,1
634038,MEIA SELENE 4260001 MASC COMPRESSAO,,29.99,,1
634045,CAMISETA VITORIA MM 6151 PMGG,,7.99,,1
634052,REGATA TIFA MM DIV G1G3 MASC,,29.99,,1
634069,CAMISETA TIFA MM DIVERSAS 10A16,,24.99,,1
634076,CONJUNTO ANNY CREPE 2606 M SHORT,,39.99,,1
634083,CONJUNTO ANNY CREPE 1408 M SAIAO,,29.99,,1
634090,CONJUNTO ANNY CREPE 742 M SAIAO,,39.99,,1
634106,CONJUNTO ANNY CREPE 2806 M SHORT,,39.99,,1
634113,CONJUNTO ANNY CREPE 2403 M SHORT,,29.99,,1
634120,CONJUNTO ANNY CREPE 2302 M SHORT,,39.99,,1
634137,CONJUNTO ANNY CREPE 4520 M SHORT,,29.99,,1
634144,CONJUNTO ANNY CREPE 2808 M SHORT,,29.99,,1
634151,CONJUNTO ANNY CREPE 1112 M CALCA,,39.99,,1
634168,CONJUNTO ANNY CREPE 1522 M CALCA,,29.99,,1
634175,MACACAO ANNY CREPE 2306 M LONGO,,24.99,,1
634182,MACACAO ANNY CREPE 2708 M LONGO,,29.99,,1
634199,MACAQUINHO ANNY CREPE 1801 M,,24.99,,1
634205,MACAQUINHO ANNY CREPE 09 M,,24.99,,1
634212,VESTIDO ANNY CREPE 2505 M MIDI,,29.99,,1
634229,VESTIDO ANNY CREPE 2504 M CURTO ML,,59.99,,1
634236,CAMISETA RALAKIDS MM 42177 4A10 ML,,29.99,,1
634243,CAMISETA RALAKIDS MM 42172 4A10 ML,,24.99,,1
634250,CAMISETA RALAKIDS MM 22155 1A3 ML,,19.99,,1
634267,CAMISETA RALAKIDS MM 22157 1A3 ML,,14.99,,1
634274,BLUSA RALAKIDS MM 32341 4A10 ML,,19.99,,1
634281,BLUSA RALAKIDS MM 32343 4A10 ML,,19.99,,1
634298,BLUSA RALAKIDS COTTON 12181 1A3 ML,,14.99,,1
634304,CALCA RALAKIDS MOL 4194 4A10 JOGG M,,29.99,,1
634311,CALCA RALAKIDS MOL 8120 PMGG EST MA,,19.99,,1
634328,CALCA RALAKIDS MOL 3186 4A10 JOGG F,,29.99,,1
634335,CONJUNTO RALAKIDS MOL 30270 4A10 FE,,39.99,,1
634342,CONJUNTO RALAKIDS MOL 70125 PMGG FE,,29.99,,1
634359,CONJUNTO RALAKIDS MOL 20308 1A3 MAS,,39.99,,1
634366,CONJUNTO RALAKIDS MOL 10304 1A3 FEM,,39.99,,1
634373,CONJUNTO RALAKIDS MOL 80125 PMGG MA,,39.99,,1
634380,CONJUNTO RALAKIDS MOL 80126 PMGG MA,,29.99,,1
634397,CONJUNTO RALAKIDS MOL 20305 1A3 MAS,,34.99,,1
634656,BLUSAO TIFA MOL TF00457 AD EST CPZ,,69.99,,1
634663,BLUSAO TIFA MOL TF00458 AD EST CPZ,,89.99,,1
634670,BLUSAO TIFA MOL TF00459 PMGG CPZ M,,69.99,,1
634687,BLUSA FAKINI MALHA 1104 1A3 ML,,14.99,,1
634694,BLUSA FAKINI MM 1803 JUV CROPPED ML,,29.99,,1
634700,BLUSA FAKINI MM 1810 JUVENIL ML,,24.99,,1
634717,BLUSA FAKINI MM 1838 JUVENIL ML,,24.99,,1
634724,VESTIDO FAKINI MOLECOT 1147 4A10 ML,,49.99,,1
634731,VESTIDO FAKINI MOLECOT 1109 1A3 ML,,49.99,,1
634748,CONJUNTO FAKINI MOL 1110 1A3 FEM BL,,39.99,,1
634755,CONJUNTO FAKINI MOL 1301 1A3 FEM BL,,39.99,,1
634762,CONJUNTO FAKINI MOL 1361 JUV MASC,,59.99,,1
634779,CONJUNTO FAKINI MOL 1355 1A3 MASC,,29.99,,1
634786,CONJUNTO FAKINI MOL 1364 4A8 MASC,,39.99,,1
634793,BLUSAO FAKINI MOL 1200 1A3 MASCULIN,,49.99,,1
634809,BLUSAO FAKINI MOL 1128 1A3 FEMININO,,29.99,,1
634816,CASACO FAKINI MOL 1155 4A10 CROP FE,,29.99,,1
634823,CONJUNTO FAKINI MOL 1304 1A3 FEM,,39.99,,1
634830,CALCA FAKINI MOLETOM 1201 1A3 MASC,,49.99,,1
634847,CALCA FAKINI MOLETOM 1235 4A10 MASC,,39.99,,1
634854,CAMISETA FAKINI MM 1202 1A3 ML MASC,,19.99,,1
634861,CAMISETA FAKINI MM 1270 4A10 ML MAS,,29.99,,1
634878,CAMISETA BUCHECHI MM 1189001 PMG ML,,9.99,,1
634885,CAMISETA BUCHECHI MM 2189003 1A3 ML,,9.99,,1
634892,CAMISETA BUCHECHI MM 2189004 1A3 ML,,9.99,,1
634908,BLUSA BUCHECHI COTT 2293004 1A3 ML,,9.99,,1
634915,BLUSA BUCHECHI COTT 3291004 4A8 ML,,14.99,,1
634922,BLUSA BUCHECHI COTT 3292004 4A8 ML,,14.99,,1
634939,BLUSA BUCHECHI COTT 3294005 4A8 ML,,14.99,,1
634946,BLUSA BUCHECHI COTT 3294004 4A8 ML,,9.99,,1
634953,BLUSA BUCHECHI COTT 4292002 JUV ML,,14.99,,1
634960,MACACAO BUCHECH BOUCLE 1188002 PMG,,29.99,,1
634977,BLUSAO BUCHECH MOL 1188003 PMG MASC,,19.99,,1
634984,BLUSAO BUCHECH PELO 4294002 JUV FEM,,24.99,,1
634991,BODY BUCHECHINHA RIB 1189002 PMG MA,,19.99,,1
635004,JAQUETA BUCHECHI MOL 2189002 1A3 MA,,19.99,,1
635011,JAQUETA BUCHECHI MOL 3189002 4A8 MA,,19.99,,1
635028,CALCA BUCHECHI BOUCLE 1189004 PMG M,,9.99,,1
635035,CALCA BUCHECHI MOL 2188005 1A3 MASC,,9.99,,1
635042,CALCA BUCHECHI MOL 2189005 1A3 MASC,,14.99,,1
635059,CALCA BUCHECHI MOL 3188005 4A8 MASC,,14.99,,1
635066,CALCA BUCHECHI MOL 3189005 4A8 MASC,,14.99,,1
635073,CALCA BUCHECHI MOL 1292004 PMG FEM,,9.99,,1
635080,CALCA BUCHECHI MOL 2291005 1A3 FEM,,9.99,,1
635097,CALCA BUCHECHI MOL 4287007 JUV FEM,,29.99,,1
635103,CALCA BUCHECHI MOL 3291005 4A8 FEM,,14.99,,1
635110,LEGGING BUCHECH COTTON 3291006 4A8,,19.99,,1
635127,VESTIDO MARO MALHA 23358 12A16,,34.99,,1
635134,VESTIDO MARO MALHA 23346 12A16,,24.99,,1
635141,VESTIDO MARO MALHA 23356 12A16,,49.99,,1
635158,VESTIDO MARO MALHA 23355 6A10,,49.99,,1
635165,VESTIDO MARO MALHA 23345 6A10,,19.99,,1
635172,CONJUNTO SHORT MARO MM 23360 JUV FE,,49.99,,1
635189,CONJUNTO SHORT MARO MM 23366 JUV FE,,59.99,,1
635196,CONJUNTO SHORT MARO MM 23372 JUV FE,,49.99,,1
635202,CONJUNTO SHORT MARO MM 23376 JUV FE,,69.99,,1
635219,CONJUNTO SHORT MARO MM 23368 JUV FE,,49.99,,1
635226,CONJUNTO SHORT MARO MM 23362 JUV FE,,24.99,,1
635233,CONJUNTO SHORT MARO MM 23371 6A10 F,,24.99,,1
635240,CAMISA D O PIQUET PL027 026 PMGG PO,,29.99,,1
635257,PORTA TRAV DEC MARTINS MATELASS 921,,9.99,,1
635264,MANTA SOFA DEC MART ALG 680 140X200,,49.99,,1
635288,REGATA SELENE POLY 20400 AD F RENDA,,19.99,,1
635318,CUECA SELENE POLY 12080 MGG INF BOX,,14.99,,1
635349,CALCINHA INNOVA POLY 1919 PMGG FIO,,19.99,,1
635356,CALCINHA INNOVA POLY 1915 PMGG FIO,,19.99,,1
635363,CALCINHA INNOVA POLY 1912 PMGG FIO,,19.99,,1
635424,JOGO LENCOL CRISTAL ALG KING 3 PCS,,99.99,,1
635462,JAQUETA MORENA JEANS 104 MG FEM TRA,,79.99,,1
635479,JAQUETA MORENA JEANS 1012 MG F ELAS,,79.99,,1
635486,JAQUETA MORENA JEANS 106 MG F DESFI,,79.99,,1
635493,CALCA MORENA LYCRA 055 38A44 DESTRO,,49.99,,1
635509,CALCA MORENA LYCRA 2037 38A44 DESTR,,49.99,,1
635516,CALCA MORENA LYCRA 3005 38A44 DESTR,,49.99,,1
635523,CALCA MORENA LYCRA 10048 38A44 FLAR,,49.99,,1
635530,CALCA MORENA JEANS 304 38A44 DESTRO,,39.99,,1
635547,BLUSAO GOOD BLES PLUSH 2001 AD F CP,,39.99,,1
635554,BLUSA JOINHA LINHA 320180 MG G.ALTA,,49.99,,1
635578,CAMISETA NINE EIG DRY 11820298 PMGG,,39.99,,1
635592,CAMISETA NINE EIG DRY 11820218 PMGG,,39.99,,1
635608,CAMISETA NINE EIG DRY 10070768 PMGG,,39.99,,1
635615,CAMISETA NINE EIG DRY 50040063 G1G4,,49.99,,1
635622,CAMISETA NINE EIG DRY 51680070 G1G4,,49.99,,1
635639,CAMISETA NINE EIG DRY 51680060 G1G4,,49.99,,1
635646,REGATA NINE EIG DRY 13120075 PMGG,,29.99,,1
635653,REGATA NINE EIG DRY 13120081 PMGG,,29.99,,1
635660,REGATA NINE DRY 53110004 G1G4 BASQU,,49.99,,1
635684,BERMUDA NINE EIG DRY 17500122 PMGG,,54.99,,1
635691,SHORT NINE EIGHT DRY 68100158 PMGG,,64.99,,1
635707,CAMISETA NINE EIG DRY 11820270 PMGG,,29.99,,1
635714,CALCINHA ESTILO COTTON 346 347 MGGG,,7.99,,1
635738,CAMISA MATOSO TRIC 47 PMGG ML XADRE,,49.99,,1
635745,CAMISA MATOSO TRIC 73 G1G4 ML XADRE,,59.99,,1
635769,CALCA VITORIA MOL 9411 PMGG MASC,,39.99,,1
635783,CALCA ORUAM LYC DIV 36A46 MASC SKIN,,49.99,,1
635790,CAMISETA VITORIA MM 7712 PMGG BASIC,,12.99,,1
635806,BERMUDA BEMAX LYCRA DIV MASC 48A56,,39.99,,1
635820,CALCINHA BONINA MICRO 175 48A54 PLU,,29.99,,1
635837,CALCINHA BONINA RENDA 177 48A54 PLU,,19.99,,1
635844,CALCINHA BONINA RENDA 178 48A54 PLU,,19.99,,1
635851,CALCINHA BONINA COTTON 168 48A54 PL,,19.99,,1
635912,BODY PRETTY CETINET 339414 PMGG REN,,99.99,,1
635929,BODY PRETTY CETINET 739102 PMGG BOJ,,99.99,,1
635936,BODY PRETTY CETINET 339424 PMGG BOJ,,99.99,,1
635943,BODY PRETTY CETINET 339431 PMGG BOJ,,114.99,,1
635950,BODY PRETTY CETINET 739105 PMGG BOJ,,109.99,,1
635967,BODY PRETTY CETINET 739104 PMGG AMA,,109.99,,1
635974,BODY PRETTY CETINETE 719101 PMGG,,89.99,,1
635981,CORSELETE PRETTY CETINET 339100 PMG,,149.99,,1
635998,CINTURITA PRETTY CETINET 31903 PMGG,,124.99,,1
636001,MACAQUINHO PRETTY CETINET 739101 PM,,189.99,,1
636018,CINTA PRETTY CETIN 31905 40A46 FECH,,139.99,,1
636025,CALCA PRETTY CETINET 31906 PMGG MOD,,109.99,,1
636032,CALCA PRETTY CETINET 22906 PMGG MOD,,69.99,,1
636049,SHORT PRETTY CETINET 22902 PMGG EMP,,79.99,,1
636056,TOP PRETTY CETINETE 139102 PMGG MOD,,89.99,,1
636063,SOUTIEN PRETTY MICRO 931106 48A54,,89.99,,1
636070,SOUTIEN PRETTY MICRO 931107 48A54,,94.99,,1
636094,COLETE PRETTY CETINET 319100 AD MOD,,149.99,,1
636100,CALCA VITORIA MOL 9412 PMGG FEM,,39.99,,1
636131,JAQUETA VILEJACK PU JA0806 PMGG MAS,,349.99,,1
636148,JAQUETA VILEJACK PU 08 07 PMGG MASC,,129.99,,1
636155,JAQUETA VILEJ SARJ VMJA0109AR AD MA,,299.99,,1
636162,JAQUETA VILEJ JEAN JA0011 0022 AD M,,179.99,,1
636179,JAQUETA GANGSTER C.VEN 16010431 AD,,99.99,,1
636186,CAMISA MX72 JAQUARD 21032 PMGG ML,,49.99,,1
636193,CAMISA MX72 MISTO 21024 PMGG ML FLO,,49.99,,1
636209,CAMISA MX72 MISTO 20076 PMGG ML,,79.99,,1
636216,CAMISA MX72 MISTO 22028 PMGG ML,,99.99,,1
636247,CAMISA MX72 MISTO 22051 PMGG ML FLO,,79.99,,1
636254,CAMISA MX72 MISTO 22030 PMGG ML XAD,,89.99,,1
636261,CAMISA MX72 MISTO 22032 PMGG ML XAD,,69.99,,1
636278,CAMISA MX72 MISTO 22029 PMGG ML XAD,,89.99,,1
636285,CAMISA MX72 MISTO 22031 PMGG ML XAD,,109.99,,1
636292,CAMISA MX72 MISTO 22081 PMGG ML BAM,,59.99,,1
636308,CAMISA MX72 CAMBRAIA 21023 PMGG ML,,69.99,,1
636315,CAMISA MX72 FLAME 22041 PMGG ML,,59.99,,1
636322,CAMISA MX72 VISCOL 22053 PMGG ML FL,,69.99,,1
636339,CAMISA MX72 VISCOL 22052 PMGG ML FL,,79.99,,1
636346,CAMISA MX72 VISCOLIN 22036 PMGG ML,,69.99,,1
636353,CAMISA MX72 VERANO 22047 PMGG ML,,99.99,,1
636360,CAMISA MX72 VISCOL 22037 PMGG ML XA,,89.99,,1
636377,CAMISA MX72 FLAME 22059 PLUS ML,,99.99,,1
636384,CAMISA MX72 FIOAFIO 22060 PLUS ML B,,89.99,,1
