codigo,descricao,valor_promocao,loja
000000745000,BLUSA HASTY MALHA PF263 MUSCLE MC LEGADO,59.99,16
000000772716,CALCA VILA FLOR MOLET V1141 PMGG LEGADO,49.99,16
000000742610,BLUSA VILA FLOR VISC V1014 PLUS LEGADO,39.99,16
000000785068,CAMISETE MX72 PA 24060 AD FEM XADRE LEGADO,79.99,16
000000785082,CAMISETE MX72 PA 25029 PMGG FEM LIS LEGADO,79.99,16
000000755399,SAIA MODALOKA JACQUARD 7676 PMGGG LEGADO,69.99,16
000000694056,SHORT SURF BOY ELAST 500 PMGG F LIS LEGADO,29.99,16
000000765817,CROPPED LABELLA TRICOT 1024 PLUS LEGADO,59.99,16
000000765824,BLUSA LABELLA TRICOT 1022 PLUS TRAN LEGADO,59.99,16
000000772396,SHORT JZW ALFAIAT 28058 PMGG CINTO LEGADO,59.99,16
000000760959,CALCA MAX DENIM JEANS 6407 WIDE LEG LEGADO,89.99,16
000000760966,CALCA MAX DENIM JEANS 6415 W LEG BC LEGADO,89.99,16
000000725781,TOP SELENE POLIA 20926 PMGG S COSTU,49.99,16
000000756037,VESTIDO VILA FLOR VISC V1064 PMGG LEGADO,59.99,16
000000622639,VESTIDO VILA FLOR VISCOL V844M PMGG LEGADO,59.99,16
000000745154,CALCA HASTY LINHO JK1032 AD FEM PAN LEGADO,149.99,16
000000682978,CALCA DYJORIS JEANS DIV 36A48 FEM LEGADO,69.99,16
000000772624,CALCA VILA FLOR LINHO V1168 PLUS LEGADO,69.99,16
000000808163,LEGGING AMEI SUPLEX 40664 PMGG BOLS LEGADO,69.99,16
000000744935,BLUSA HASTY TRICOT HF159 MANGA LEGADO,79.99,16
000000692090,REGATA DISFRUTI DUNA 9967 313290RL LEGADO,19.99,16
000000727846,BLUSA ARTE BASICA COTT PMGG LISA LEGADO,19.99,16
000000807920,REGATA TRADICIONAL MAXSHOP LEGADO,19.99,16
000000670920,VESTIDO VITORIA RIBANA 8705 AD LONG LEGADO,39.99,16
000000784511,BLUSA ROVITEX RIBANA E15361 PMGG FE LEGADO,39.99,16
000000755085,REGATA MODALOKA JACQUARD 7677 PMGGG LEGADO,39.99,16
000000793841,BLUSA ENDLESS POLY E15746 PMGG LEGADO,39.99,16
000000793896,T SHIRT ENDLESS VISC E15646 PMGG LEGADO,39.99,16
000000784320,CALCA MODA LOKA SUED 8015 PMGG FEM LEGADO,79.99,16
000000632133,MACACAO VILA FLOR RIB V521M PMGG LEGADO,59.99,16
000000772693,CALCA VILA FLOR LINHO V1140 PMGG LEGADO,59.99,16
000000575416,REGATA VILA FLOR VISCOL V0018 PLUS LEGADO,24.99,16
000000742641,BLUSA VILA FLOR VISC V955 PLUS LEGADO,39.99,16
000000773812,SAIA MAX DENIM JEANS DIV AD SALDO LEGADO,49.99,16
000000782258,CALCA MAX DENIM JEANS 6596 WID CINT LEGADO,99.99,16
000000712255,BLUSA STYLO VISCOLINHO 102740 PMG,49.99,16
000000725101,SHORT RHODE JEANS,49.99,16
000000787130,CROPPED VITORIA RIBANA PMGG MC,24.99,16
000000178419,CALCA VESTY BRAZIL SARJA 1215 PEDAL,4.99,16
000000178433,BERMUDA VESTY BRAZIL SARJA PEL 1262,4.99,16
000000178440,MINI SAIA VESTY BRAZIL SARJA 203 06,4.99,16
000000264167,BLUSA OFFICIO P FIO TORCIDO 183,4.99,16
000000273824,VESTIDO LIS MISS MALHA 4666 PMGGG,4.99,16
000000293129,VESTIDO LUNENDER MALHA 32568 PMGG,4.99,16
000000298964,VESTIDO ROVITEX M 610154 PMG CURTO,4.99,16
000000294188,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,9.99,16
000000277075,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000293808,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000298933,SAIA LONGO ROVITEX LEGADO P,4.99,16
000000300629,BLUSA MALWEE MALHA 35701 PMG LEGADO ZZ,4.99,16
000000314596,VESTIDO MC JU VISCOSE 4547 PMGGG,4.99,16
000000311106,BLUSA MALWEE 37320 PMGGG FEM,4.99,16
000000155601,BLUSA BABY LOOK MAXSHOP LEGADO P,4.99,16
000000298278,BLUSA T-SHIRT MALWEE LEGADO P,4.99,16
000000297516,SAIA CURTO MAXSHOP LEGADO P,4.99,16
000000322461,BLUSA DEVOTTION VISC 51 73 120 122,4.99,16
000000246439,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000289528,BLUSA T-SHIRT MAXSHOP LEGADO P,4.99,16
000000350631,CALCA K2B LYCRA 10090003 ANISHA FEM LEGADO ZZ,9.99,16
000000326254,SHORT MIX LYCRA 67210 69448 68514 F LEGADO ZZ,9.99,16
000000319836,VESTIDO MALWEE RIBANA 38286 PMGG,9.99,16
000000325967,BERMUDA JEZZIAN SARJA 49249 49933 F LEGADO ZZ,9.99,16
000000325066,BLUSA LUNENDER MALHA 41903 PMG LEGADO ZZ,9.99,16
000000215275,BLUSA MALWEE 00013 PMG,9.99,16
000000314343,BLUSA MC JU CROCHE 5447 PMGGG LEGADO ZZ,9.99,16
000000274852,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,9.99,16
000000267649,BLUSA T-SHIRT MAXSHOP LEGADO P,9.99,16
000000290913,VESTIDO CURTO MAXSHOP LEGADO P,9.99,16
000000305075,BLUSA ALFA POLIAMINA 1497 PMG RENDA,9.99,16
000000214889,BLUSA BABY LOOK MALWEE LEGADO P,9.99,16
000000292337,BLUSA T-SHIRT MAXSHOP LEGADO P,9.99,16
000000344326,SHORT JEZZIAN 57518 53183 52995 FEM,9.99,16
000000345101,CALCA ROCK BLUE LYCRA 102817 36A46,9.99,16
000000219358,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,9.99,16
000000291361,CAMISETE M LONGA TRADICIONAL MAXSHOP LEGADO P,9.99,16
000000336932,BLUSA MC JU 1432 RECORTE C ESTAMPA,9.99,16
000000179867,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,9.99,16
000000206198,SAIA MIDI MAXSHOP LEGADO P,9.99,16
000000215862,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,9.99,16
000000257978,BERMUDA TRADICIONAL ROVITEX LEGADO P,9.99,16
000000329217,SHORT 767 SARJA 5283 5293 36-46,4.99,16
000000330909,CALCA MC JU PV 1416 PMGGG,4.99,16
000000345231,SHORT Q DE ESTILO SARJA 927720 FEM,4.99,16
000000086639,BERMUDA EMMES LYCRA 70100 70103 102 LEGADO ZZ,4.99,16
000000161701,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000247627,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000247634,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000274746,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000326278,BERMUDA MIX LYCRA 68693 54A64 FEM LEGADO ZZ,4.99,16
000000144070,BLUSA BABY LOOK MAXSHOP LEGADO P,4.99,16
000000211093,BLUSA BABY LOOK MAXSHOP LEGADO P,4.99,16
000000215930,REGATA NADADOR SANGOS LEGADO P,4.99,16
000000229753,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000200264,CALCA CAPRI MAXSHOP LEGADO LEGADO,4.99,16
000000313582,BLUSA TOP ROCK VISCOLY DIVERSAS PMG,4.99,16
000000077439,BLUSA LIVRE COR RIBANA DIVERSAS AD LEGADO ZZ,4.99,16
000000318440,CAMISETE MELTEX TRIC 1401823 MC FEM,9.99,16
000000318457,CAMISETE MELTEX TRIC 1401822 MC FEM,9.99,16
000000295536,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,19.99,16
000000322478,BLUSA DEVOTTION VISC 93 95 114 PMGG,19.99,16
000000350495,CALCA K2B COTTON 9143 CAPRI FEM,19.99,16
000000268530,BERMUDA MALWEE 31452 PMG CICLISTA,19.99,16
000000344333,CALCA JEZZIAN 54172 JEANS MANCHADO,24.99,16
000000362665,CALCA VILEJACK LYCRA VP1406 FEM AD,24.99,16
000000342605,BERMUDA TRUTH POLIAMIDA 0026 PMGG LEGADO ZZ,24.99,16
000000292504,BLUSA ALFA TRICOLINE 1593 PMG CIGAN,19.99,16
000000292511,BLUSA CIGANINHA MAXSHOP LEGADO P,19.99,16
000000354660,CALCA BLUE BAY OXFORD 015 PMGGG,14.99,16
000000366489,BLUSA MC JU VISCOLY 5044 PMGG,14.99,16
000000186964,BERMUDAO ARROJADOS OXFORD 2010,14.99,16
000000164702,BERMUDA ARROJADOS OXFORD FEM AD,9.99,16
000000337243,BLUSA MC JU 7732 DETALHE GOTA MANGA LEGADO ZZ,9.99,16
000000336253,CALCA ARROJADOS TRIC 7056 8046 8068,4.99,16
000000350228,SHORT SAIA ARROJADOS SARJA 9050,4.99,16
000000354325,BOLERO MOLEKADA MALHA 2435 1A3 FEM,4.99,16
000000364287,BLUSA BELA CHIC VISCOLY 019 C RENDA,4.99,16
000000372336,SHORT MOSAICO SARJA 7889 PMG,4.99,16
000000193740,BERMUDA CASUAL MAXSHOP LEGADO LEGADO,4.99,16
000000260374,BLUSA COMPANY COTTON PMG GG FEM Sortida P,4.99,16
000000295512,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000299923,CALCA BIOTIPO 7019B CIGARRETE FEM LEGADO ZZ,4.99,16
000000338370,CALCA MISS SS VISCOLY 3320 LIS ESTP LEGADO ZZ,4.99,16
000000276849,BODY MC JU VISCOLY 1517 PMG-GG LISO,4.99,16
000000314145,BLUSA MC JU CROCHE 0747 PMGG,4.99,16
000000338066,MACACAO D E L VISCOLY PMG DIVERSOS,4.99,16
000000067287,PECAS DIVERSAS,4.99,16
000000244480,REGATA MARRIOT COTTON C SILK,4.99,16
000000270144,VESTIDO MARISOL MALHA 97138 PMG,4.99,16
000000282307,BLUSA MAIS CHIQUE VISCOL DIVERSAS,4.99,16
000000318723,BLUSA ACTIVASUL VISCOLY DIV PMG MC,4.99,16
000000337700,SAIA MC JU 2432 PLISSADA,4.99,16
000000362733,BABY LOOK VIVA MARIA VISCOLY LISA,4.99,16
000000366144,VESTIDO MC JU SCUBA 4444 PMGG,4.99,16
000000376235,BLUSA NA2000 VISCOLY 1405105 PAETE,4.99,16
000000008075,MODINHA DIVERSIFICADAS,4.99,16
000000270250,CALCA SHOP MIX COTTON 3592 3593 G1G,4.99,16
000000342544,REGATA VALENTINA RIBANA ALCA RENDA LEGADO ZZ,4.99,16
000000381703,BLUSA LUNENDER MALHA 42250 PMG LEGADO ZZ,19.99,16
000000394161,CALCA BIOTIPO JEANS 17773 38A46 FEM LEGADO ZZ,19.99,16
000000397162,CALCA BIOTIPO 18119 LYCRA FEM AD LEGADO ZZ,19.99,16
000000404549,VESTIDO MARIA CLARA RENDA 20406 PMG LEGADO ZZ,19.99,16
000000382854,CROPPED SANTO EXP LINHA 105 PMG LEGADO ZZ,19.99,16
000000386296,BLAIZER CAEDU 549 FEM AD LEGADO ZZ,14.99,16
000000398060,TOP ZEERUCCI POLY ZR0400 678 FITNES LEGADO ZZ,9.99,16
000000337175,BLUSA MC JU 6932 C APLICACAO OURO LEGADO ZZ,9.99,16
000000394185,CALCA BIOTIPO JEANS 17962 38A46 FEM,4.99,16
000000400367,CALCA MAX DENIM LYCRA 3586 36A48 FE,4.99,16
000000388603,CALCA BIOTIPO LYCRA 17215 34A52 FEM,4.99,16
000000396301,CALCA SUEZ LYCRA 2303601 FEM 36A44,4.99,16
000000398893,CALCA GUP S JEANS 56569 HOT PANTSFL,4.99,16
000000400343,CALCA MAX DENIM LYCRA 3594 36A48 FE,4.99,16
000000394178,CALCA BIOTIPO JEANS 17957 38A46 FEM,4.99,16
000000396257,CALCA SUEZ LYCRA 2310201 FEM 36A44,4.99,16
000000400336,CALCA MAX DENIM LYCRA 3631 36A48 FE,4.99,16
000000400374,CALCA MAX DENIM LYCRA 3591 36A48 FE,4.99,16
000000384971,BLUSA LOCAL COTTON 18275 FEM PMGGG,4.99,16
000000384551,BLUSA ACTIVASUL VISCOSE 1256 PMG LEGADO ZZ,4.99,16
000000390125,SHORT ROVITEX TRICOLY L473 FEM ADUL,4.99,16
000000276535,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000299169,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000335355,CALCA MURANO LYCRA DIVERSAS FEMININ LEGADO ZZ,4.99,16
000000386111,CALCA MURANO 2322 JEANS MONTARIA AD LEGADO ZZ,4.99,16
000000375177,REGATA ARTE BASICA COTON 7348 PMG,4.99,16
000000385008,BLUSA CAEDU 1034 6061 S M AD FEM LEGADO ZZ,4.99,16
000000395083,VESTIDO MOONCITY VISCOSE 230087 AD LEGADO ZZ,19.99,16
000000412520,CALCA MAX DENIM JEANS 3679 FEM LEGADO ZZ,19.99,16
000000418713,CROPPED MISS FASHION CHIFON K170 LEGADO ZZ,19.99,16
000000432290,BLUSA TOP ROCK VISCOLYCRA BL6511 PM LEGADO ZZ,19.99,16
000000246491,BLUSA T-SHIRT MAXSHOP LEGADO P,19.99,16
000000186971,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,19.99,16
000000244725,BLUSA BABY LOOK MALWEE LEGADO P,19.99,16
000000166744,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,14.99,16
000000217613,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,14.99,16
000000407861,SHORT BIOTIPO JEANS 16492 LEGADO ZZ,14.99,16
000000419024,REGATA CHIC CORAL VISCOSE Y53 PMG LEGADO ZZ,14.99,16
000000428620,CROPPED MISS FASHION VISCOSE M5029 LEGADO ZZ,14.99,16
000000166690,BERMUDA TRADICIONAL MAXSHOP LEGADO LEGADO,14.99,16
000000246507,BLUSA T-SHIRT MAXSHOP LEGADO P,9.99,16
000000432351,BLUSA TOP ROCK VISCOLYCRA BL5868 PM LEGADO ZZ,9.99,16
000000433754,BLUSA VALENTINA VISCOSE FEM LEGADO ZZ,9.99,16
000000434249,BABY LOOK MC JU MALHA 1619 AD LEGADO ZZ,9.99,16
000000428590,BLUSA MISS FASHION VISCOSE PMG LEGADO ZZ,9.99,16
000000366069,CALCA VILEJACK LYCRA PRETA FEM AD,4.99,16
000000438476,CALCA MAX DENIM LYCRA 3945 36A48 FE,4.99,16
000000206075,BLUSA T-SHIRT MAXSHOP LEGADO P,4.99,16
000000212984,CAMISETE M CURTA TRADICIONAL MAXSHOP LEGADO P,4.99,16
000000217590,CALCA CAPRI MAXSHOP LEGADO LEGADO,4.99,16
000000291378,CAMISETE M CURTA TRADICIONAL MAXSHOP LEGADO P,4.99,16
000000297653,SAIA CURTO MAXSHOP LEGADO P,4.99,16
000000298322,BLUSA T-SHIRT MALWEE LEGADO P,4.99,16
000000396356,CALCA SUEZ LYCRA 833392 FEM 36A44 LEGADO ZZ,4.99,16
000000403054,REGATA TIFA MALHA 969 PMGGG LEGADO ZZ,4.99,16
000000412575,CALCA MAX DENIM JEANS 3669 FEM LEGADO ZZ,4.99,16
000000415750,BLUSA SOFIE VICOLY 9954 PMG MC REND LEGADO ZZ,4.99,16
000000418003,CALCA BIOTIPO LYCRA 18896 FEM LEGADO ZZ,4.99,16
000000418836,SAIA CAMURCA PMG LEGADO ZZ,4.99,16
000000429238,MACACAO MOKKAI LYCRA 91007 PMGGG FE LEGADO ZZ,4.99,16
000000429313,SHORT MURANO LYCRA 5839 36A44 FEM LEGADO ZZ,4.99,16
000000429450,CALCA MURANO SARJA 2764 CARAMELO FE LEGADO ZZ,4.99,16
000000430357,CALCA MAX DENIM LYCRA 3840 FEM LEGADO ZZ,4.99,16
000000430456,CALCA MAX DENIM JEANS 3831 FEM LEGADO ZZ,4.99,16
000000430463,CALCA MAX DENIM SARJA 3865 FEM LEGADO ZZ,4.99,16
000000432320,BLUSA TOP ROCK VISCOLYCRA 6339 PMG LEGADO ZZ,4.99,16
000000435130,SAIA MURANO JEANS 7040 BABADO LEGADO ZZ,4.99,16
000000435345,SHORT MOKAI JEANS 888 53060 ILHOS F LEGADO ZZ,4.99,16
000000438414,SHORT MAX DENIM LYCRA 3884 36A48 FE LEGADO ZZ,4.99,16
000000446266,JARDINEIRA MURANO JEANS FEM LEGADO ZZ,4.99,16
000000450959,CALCA JEZZIAN JEANS 100080 C ALTA LEGADO ZZ,4.99,16
000000451161,VEST MOSAICO RENDA 21250019 PMG LEGADO ZZ,4.99,16
000000365970,CALCA MAJEFTIK LYCRA ADULTO FEM,4.99,16
000000416498,VESTIDO ENDLESS SARJA E11476 PMGGG,4.99,16
000000418058,CALCA BIOTIPO LYCRA 17876 FEM,4.99,16
000000418072,CALCA BIOTIPO LYCRA 18258 FEM,4.99,16
000000422635,CALCA MOKKAI LYCRA 31026 40A50 FEM,4.99,16
000000424318,CALCA MAX DENIM LYCRA 3757 36A48 FE,4.99,16
000000424325,CALCA MAX DENIM LYCRA 3665 36A48 FE,4.99,16
000000427357,CALCA VILEJACK SARJA BL006 AZUL FEM,4.99,16
000000427371,CALCA VILEJACK SARJA BL006 CARAM FE,4.99,16
000000429139,CALCA JEZZIAN JEANS 86532 36A44 FEM,4.99,16
000000429146,CALCA JEZZIAN JEANS 84096 36A44 FEM,4.99,16
000000430388,CALCA MAX DENIM LYCRA 3813 FEM,4.99,16
000000430401,CALCA MAX DENIM LYCRA 3844 FEM,4.99,16
000000430425,CALCA MAX DENIM SARJA 3958 FEM,4.99,16
000000430432,CALCA MAX DENIM SARJA 3870 FEM,4.99,16
000000430517,SHORT MAX DENIM 3885 36A48 FEM,4.99,16
000000430531,SHORT MAX DENIM 3886 36A48 FEM,4.99,16
000000433587,CALCA BIOTIPO LYCRA 19462 FEM,4.99,16
000000433617,CALCA BIOTIPO LYCRA 19312 FEM,4.99,16
000000435208,CALCA MURANO JEANS 2472 FEM,4.99,16
000000435383,CALCA MOKKAI JEANS 26105 CINTURA AL,4.99,16
000000435420,CALCA MOKKAI JEANS 12637 26137 FEM,4.99,16
000000437820,SAIA TRUTH POLIAMIDA 079 PMGGG ESTA,4.99,16
000000438049,CALCA FOCUS LYCRA 01 36A46 FEM,4.99,16
000000438452,SHORT MAX DENIM LYCRA 3915 36A48 FE,4.99,16
000000440592,CALCA IDISE LYCRA 5500900 FEM,4.99,16
000000444309,CALCA BIOTIPO LYCRA 19800 FEM,4.99,16
000000444415,CALCA BIOTIPO LYCRA 19723 FEM CAPRI,4.99,16
000000444422,CALCA BIOTIPO LYCRA 19742 FEM CAPRI,4.99,16
000000445092,VESTIDO LUA FASHION VISCO A16013 FE,4.99,16
000000451222,VESTIDO CHIC CORAL VISCOSE JV219,4.99,16
000000451239,VESTIDO CHIC CORAL VISCOSE DH85101,4.99,16
000000451291,SHORT SAIA BOKKER SARJA 82562 GOIAB,4.99,16
000000419086,CALCA KADORY SARJA 16001 36A46 FEM,4.99,16
000000426275,CALCA Q DE ESTILO JEANS FEM HOTPENT,4.99,16
000000246453,CAMISETE M CURTA TRADICIONAL MAXSHOP LEGADO P,4.99,16
000000246712,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000246729,CALCA TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000297486,TOP TRADICIONAL MAXSHOP LEGADO P,4.99,16
000000373371,SAIA Q DE ESTILO JEANS 9867 38A48 LEGADO ZZ,4.99,16
000000395144,CALCA MOONCITY SARJA 240077 PMGG LEGADO ZZ,4.99,16
000000415798,BLUSA SOFIE CREPE 9969 PMG LEGADO ZZ,4.99,16
000000426251,CALCA INVERSAO OXFORD FEMININA LEGADO ZZ,4.99,16
000000427791,MACAQUINHO LULI CREPE 377306 G1AG3 LEGADO ZZ,4.99,16
000000427913,BLUSA LULI CREPE 370263 PMG MABERTA LEGADO ZZ,4.99,16
000000427968,VESTIDO LULI CREPE 376310 G1AG3 LEGADO ZZ,4.99,16
000000432368,TUNICA TOP ROCK VISCOLYCRA BL6184 LEGADO ZZ,4.99,16
000000439640,BLUSA MOONCITY VISCOSE 220143 PMGGG LEGADO ZZ,4.99,16
000000440479,BLUSA MC JU MM 7738 PMGGG LEGADO ZZ,4.99,16
000000440714,SHORT IDISE LYCRA 22403 FEM LEGADO ZZ,4.99,16
000000444347,CALCA BIOTIPO LYCRA 19640 FEM LEGADO ZZ,4.99,16
000000450799,REGATA AIDI VISCOSE YJY32 PMG LISA LEGADO ZZ,4.99,16
000000451086,BLUSA MOSAICO RENDA 67320220 PMG LEGADO ZZ,4.99,16
000000451130,VESTIDO MOSAICO RENDA 21230013 PMG LEGADO ZZ,4.99,16
000000351638,SHORT ABU JEANS PROMOCAO 36A46 LEGADO ZZ,4.99,16
000000248716,SHORT TRADICIONAL MAXSHOP LEGADO LEGADO,4.99,16
000000482905,CALCA MURANO JEANS 20016 FEM FLARE LEGADO ZZ,39.99,16
000000463546,CALCA MOKAY LYCRA 26232 FEM FLARE LEGADO ZZ,29.99,16
000000485210,BABY LOOK MALHA 2783 PMG LEGADO ZZ,29.99,16
000000474788,SHORT PLAY DENIM JEANS DIVER FEM LEGADO ZZ,19.99,16
000000463102,CALCA AMG JEANS 19422 44A54 FEM,14.99,16
000000481793,CALCA MURANO JEANS 2967 FEM 36A44,14.99,16
000000440653,VESTIDO IDISE LYCRA 2013 PMG LEGADO ZZ,14.99,16
000000444385,CALCA BIOTIPO LYCRA 19824 FEM LEGADO ZZ,14.99,16
000000461887,CALCA BIOTIPO 20419 FEM FLARE 36A46 LEGADO ZZ,14.99,16
000000463126,CALCA AMG JEANS 19412 36A42 FEM LEGADO ZZ,14.99,16
000000464628,CALCA MURANO LYCRA 2924A 38A46 FEM LEGADO ZZ,14.99,16
000000464697,CALCA MURANO LYCRA 3739T 38A46 FEM LEGADO ZZ,14.99,16
000000475709,BODY IDHOK POLY 72621 PMGG FEM LEGADO ZZ,14.99,16
000000478144,BLUSA ONLY VISCOSE 2000 PMG LEGADO ZZ,14.99,16
000000478199,BLUSA ONLY VISCOSE 2115 8210 PMGG LEGADO ZZ,14.99,16
000000478571,BLUSA CHIC CORAL VISCOSE D85171 PMG LEGADO ZZ,14.99,16
000000455053,VESTIDO LONGO CATIVA VISCOL PMGGG,9.99,16
000000463508,CALCA MOKAY LYCRA 29026 FEM COS ELA,9.99,16
000000463515,CALCA MOKAY LYCRA 26239 FEM SKINNY,9.99,16
000000463522,CALCA MOKAY LYCRA 26203 FEM C MEDIA,9.99,16
000000463959,CALCA QUESTAO ESTILO JEANS 10830 FE,9.99,16
000000463997,CALCA QUESTAO ESTILO JEANS 11000 FE,9.99,16
000000465113,MACACAO IDISE JEANS 1220 LONGO,9.99,16
000000468459,CALCA BIOTIPO LYCRA 20982 FEM 36A46,9.99,16
000000484367,VESTIDO IDISE JEANS 2031 BABADO PMG,9.99,16
000000484398,MACACAO IDISE JEANS 1034 LONGO FEM,9.99,16
000000481687,SHORT MURANO JEANS 50054 FEM 36A44,9.99,16
000000429436,CALCA MURANO JEANS 2697 36A46 FEM LEGADO ZZ,9.99,16
000000451307,SHORT BOKKER LYCRA 31050 36A46 LEGADO ZZ,9.99,16
000000461825,CALCA BIOTIPO 20488 FEM SKINY 36A46 LEGADO ZZ,9.99,16
000000463133,CALCA AMG JEANS 19402 36A44 FEM LEGADO ZZ,9.99,16
000000464246,BLUSA SABALA VISCOSE A7031 41 42 AD LEGADO ZZ,9.99,16
000000466493,BLUSA MISS FASHION VISC K0327 PMG LEGADO ZZ,9.99,16
000000473804,SHORT AMUAGE JEANS 19447 44A52 LEGADO ZZ,9.99,16
000000478540,BLUSA CHIC CORAL VISCOSE 2X5533 PMG LEGADO ZZ,9.99,16
000000481861,SHORT MOKAI JEANS 53115 36A44 FEM LEGADO ZZ,9.99,16
000000481892,SHORT MOKAI JEANS 53121 36A44 FEM LEGADO ZZ,9.99,16
000000374682,ANAGUA TETRA MICRO 1279 MGGG,9.99,16
000000460651,BLUSA ROVITEX VISCO E12068 PMGG FEM,9.99,16
000000473743,SHORT AMUAGE JEANS 19499 36A42,9.99,16
000000473798,SHORT AMUAGE JEANS 18908 44A52,9.99,16
000000473842,CALCA AMUAGE JEANS 19371 36A44,9.99,16
000000473859,CALCA AMUAGE JEANS 19066 36A44,9.99,16
000000473873,CALCA AMUAGE JEANS 19376 36A44,9.99,16
000000474726,CALCA PLAY DENIM JEANS C DIVER FEM,9.99,16
000000481700,SHORT MURANO JEANS 50068 FEM 36A44,9.99,16
000000484787,BLUSA SABALA VISCOSE A251 AD,9.99,16
000000485531,SAIA IDISE JEANS 66640 EVANGELICA,9.99,16
000000485845,MACAQUINHO ONLY RENDA 2250 ADULTO,9.99,16
000000486118,CONJUNTO LUA FASHION Y10542 PMG,9.99,16
000000486187,VESTIDO EAGLE POA EH20440 PMG,9.99,16
000000486194,MACACAO EAGLE CREPE EH60223 PMG,9.99,16
000000450003,VESTIDO JZW VISCOSE 1913 1918 PMG LEGADO ZZ,9.99,16
000000466394,BLUSA MISS FASHION VISC K11925 PMG LEGADO ZZ,9.99,16
000000466462,BLUSA MISS FASHION VISC K15730 PMG LEGADO ZZ,9.99,16
000000466479,BLUSA MISS FASHION VISC AB06 PMG LEGADO ZZ,9.99,16
000000468114,BLUSA ROVITEX VISCOLY 612548 PMGG LEGADO ZZ,9.99,16
000000469142,BLUSA CHIC CORAL K6854 BORDADO PMGG LEGADO ZZ,9.99,16
000000469432,BLUSA ZITRO VISCO 3033 G1G2G3 AMPLA LEGADO ZZ,9.99,16
000000473736,SHORT AMUAGE JEANS 19519 36A42 LEGADO ZZ,9.99,16
000000475044,BLUSA SABALA A7106 A7117 FEM AD LEGADO ZZ,9.99,16
000000475495,CALCA FOCUS JEANS FEM SALDO AD LEGADO ZZ,9.99,16
000000475792,REGATA IDHOK VISCOSY 72444 G1G2G3 LEGADO ZZ,9.99,16
000000478618,VESTIDO CHIC CORAL VISCOSE YL080 AD LEGADO ZZ,9.99,16
000000478625,BODY CHIC CORAL VISCOSE MV03 AD LEGADO ZZ,9.99,16
000000481526,BLUSA TOP ORANGE VISC PA1450 PMG LEGADO ZZ,9.99,16
000000485852,MACAQUINHO ONLY CREPE 2478 ADULTO LEGADO ZZ,9.99,16
000000464239,BLUSA SABALA VISCOSE A7045 FEM AD LEGADO ZZ,9.99,16
000000466387,BLUSA MISS FASHION VISC M8528 PMG LEGADO ZZ,9.99,16
000000469289,BLUSA KROON TRICOLI CBZS018 LISA LEGADO ZZ,9.99,16
000000469296,BLUSA KROON TRICOLI CBB432 ESTAMPAD LEGADO ZZ,9.99,16
000000369374,BODY RITATI CENTINELE 6621 PMGG,4.99,16
000000452991,BLAZER MC JU 1422 MALHA PMGG,4.99,16
000000454490,BLUSA MISS FASHION R5933 VISCOSE AD,4.99,16
000000454513,BLUSA MISS FASHION Y6832 VISCOSE AD,4.99,16
000000458382,CALCA FOCUS LYCRA DIVER FEMININA,4.99,16
000000465106,MACACAO IDISE JEANS 1320 LONGO,4.99,16
000000473958,SAIA AMUAGE JEANS 19686 36A44,4.99,16
000000474771,SHORT PLAY DENIM 100ALG DIVER FEM,4.99,16
000000484374,VESTIDO IDISE JEANS 2032 CIGANINHA,4.99,16
000000486125,BLUSA EAGLE CREPE EV12129 CIGANINHA,4.99,16
000000488174,VESTIDO ROVITEX VISCOT 612802 PMG,4.99,16
000000428828,CALCA JIM D G VISCOSE LEGGING DIVER LEGADO ZZ,4.99,16
000000430470,BERMUDA MAX DENIM 3914 36A52 FEM LEGADO ZZ,4.99,16
000000438445,SHORT MAX DENIM LYCRA 3898 36A48 FE LEGADO ZZ,4.99,16
000000450201,SHORT BOKKER LYCRA 31093 34A46 FEM LEGADO ZZ,4.99,16
